indicator,country,year,value,region
Voice and Accountability: Estimate,Kenya,2011,-0.279737115,Eastern
Voice and Accountability: Estimate,Kenya,2012,-0.305336267,Eastern
Voice and Accountability: Estimate,Kenya,2013,-0.246217847,Eastern
Voice and Accountability: Estimate,Kenya,2014,-0.157948703,Eastern
Voice and Accountability: Estimate,Lesotho,1996,-0.532734394,Southern
Voice and Accountability: Estimate,Lesotho,1998,-0.744451523,Southern
Voice and Accountability: Estimate,Lesotho,2000,-0.351560771,Southern
Voice and Accountability: Estimate,Lesotho,2002,-0.011721807,Southern
Voice and Accountability: Estimate,Lesotho,2003,0.045371864,Southern
Voice and Accountability: Estimate,Lesotho,2004,-0.1447898,Southern
Voice and Accountability: Estimate,Lesotho,2005,-0.1584986,Southern
Voice and Accountability: Estimate,Lesotho,2006,0.147989124,Southern
Voice and Accountability: Estimate,Lesotho,2007,-0.024985481,Southern
Voice and Accountability: Estimate,Lesotho,2008,-0.110671766,Southern
Voice and Accountability: Estimate,Lesotho,2009,-0.123253129,Southern
Voice and Accountability: Estimate,Lesotho,2010,-0.139833346,Southern
Voice and Accountability: Estimate,Lesotho,2011,-0.118233539,Southern
Voice and Accountability: Estimate,Lesotho,2012,0.04532221,Southern
Voice and Accountability: Estimate,Lesotho,2013,0.078097768,Southern
Voice and Accountability: Estimate,Lesotho,2014,0.114653595,Southern
Voice and Accountability: Estimate,Liberia,1996,-1.492982149,Western
Voice and Accountability: Estimate,Liberia,1998,-1.022448897,Western
Voice and Accountability: Estimate,Liberia,2000,-1.160336614,Western
Voice and Accountability: Estimate,Liberia,2002,-1.379244208,Western
Voice and Accountability: Estimate,Liberia,2003,-1.53306973,Western
Voice and Accountability: Estimate,Liberia,2004,-1.3051337,Western
Voice and Accountability: Estimate,Liberia,2005,-0.304523021,Western
Voice and Accountability: Estimate,Liberia,2006,-0.194459409,Western
Voice and Accountability: Estimate,Liberia,2007,-0.20158945,Western
Voice and Accountability: Estimate,Liberia,2008,-0.244130805,Western
Voice and Accountability: Estimate,Liberia,2009,-0.204333529,Western
Voice and Accountability: Estimate,Liberia,2010,-0.259230405,Western
Voice and Accountability: Estimate,Liberia,2011,-0.307655334,Western
Voice and Accountability: Estimate,Liberia,2012,-0.352038622,Western
Voice and Accountability: Estimate,Liberia,2013,-0.444330126,Western
Voice and Accountability: Estimate,Liberia,2014,-0.293793917,Western
Voice and Accountability: Estimate,Madagascar,1996,-0.25614962,Eastern
Voice and Accountability: Estimate,Madagascar,1998,0.110093333,Eastern
Voice and Accountability: Estimate,Madagascar,2000,0.079576313,Eastern
Voice and Accountability: Estimate,Madagascar,2002,-0.188701481,Eastern
Voice and Accountability: Estimate,Madagascar,2003,0.028573899,Eastern
Voice and Accountability: Estimate,Madagascar,2004,-0.013962845,Eastern
Voice and Accountability: Estimate,Madagascar,2005,-0.141226545,Eastern
Voice and Accountability: Estimate,Madagascar,2006,-0.116310365,Eastern
Voice and Accountability: Estimate,Madagascar,2007,-0.15247789,Eastern
Voice and Accountability: Estimate,Madagascar,2008,-0.341382653,Eastern
Voice and Accountability: Estimate,Madagascar,2009,-0.858467817,Eastern
Voice and Accountability: Estimate,Madagascar,2010,-0.829660714,Eastern
Voice and Accountability: Estimate,Madagascar,2011,-0.860057294,Eastern
Voice and Accountability: Estimate,Madagascar,2012,-0.871538639,Eastern
Voice and Accountability: Estimate,Madagascar,2013,-0.784409106,Eastern
Voice and Accountability: Estimate,Madagascar,2014,-0.525082529,Eastern
Voice and Accountability: Estimate,Malawi,1996,-0.204409063,Eastern
Voice and Accountability: Estimate,Malawi,1998,-0.032469574,Eastern
Voice and Accountability: Estimate,Malawi,2000,-0.176121622,Eastern
Voice and Accountability: Estimate,Malawi,2002,-0.647732854,Eastern
Voice and Accountability: Estimate,Malawi,2003,-0.424372077,Eastern
Voice and Accountability: Estimate,Malawi,2004,-0.504107654,Eastern
Voice and Accountability: Estimate,Malawi,2005,-0.478225708,Eastern
Voice and Accountability: Estimate,Malawi,2006,-0.25956437,Eastern
Voice and Accountability: Estimate,Malawi,2007,-0.274570495,Eastern
Voice and Accountability: Estimate,Malawi,2008,-0.253598124,Eastern
Voice and Accountability: Estimate,Malawi,2009,-0.16179271,Eastern
Voice and Accountability: Estimate,Malawi,2010,-0.205307096,Eastern
Voice and Accountability: Estimate,Malawi,2011,-0.262188911,Eastern
Voice and Accountability: Estimate,Malawi,2012,-0.222682193,Eastern
Voice and Accountability: Estimate,Malawi,2013,-0.185530871,Eastern
Voice and Accountability: Estimate,Malawi,2014,-0.123938568,Eastern
Voice and Accountability: Estimate,Mali,1996,-0.11907585,Western
Voice and Accountability: Estimate,Mali,1998,-0.17483972,Western
Voice and Accountability: Estimate,Mali,2000,-0.113705672,Western
Voice and Accountability: Estimate,Mali,2002,0.265014499,Western
Voice and Accountability: Estimate,Mali,2003,0.375192881,Western
Voice and Accountability: Estimate,Mali,2004,0.291991651,Western
Voice and Accountability: Estimate,Mali,2005,0.252628684,Western
Voice and Accountability: Estimate,Mali,2006,0.274335146,Western
Voice and Accountability: Estimate,Mali,2007,0.190942347,Western
Voice and Accountability: Estimate,Mali,2008,0.160016209,Western
Voice and Accountability: Estimate,Mali,2009,0.041858658,Western
Voice and Accountability: Estimate,Mali,2010,0.134390429,Western
Voice and Accountability: Estimate,Mali,2011,0.146382421,Western
Voice and Accountability: Estimate,Mali,2012,-0.535198867,Western
Voice and Accountability: Estimate,Mali,2013,-0.306446671,Western
Voice and Accountability: Estimate,Mali,2014,-0.198908553,Western
Voice and Accountability: Estimate,Mauritania,1996,-0.540150404,Western
Voice and Accountability: Estimate,Mauritania,1998,-0.728518307,Western
Voice and Accountability: Estimate,Mauritania,2000,-0.851609945,Western
Voice and Accountability: Estimate,Mauritania,2002,-0.849292159,Western
Voice and Accountability: Estimate,Mauritania,2003,-0.867738008,Western
Voice and Accountability: Estimate,Mauritania,2004,-1.14503479,Western
Voice and Accountability: Estimate,Mauritania,2005,-0.969296277,Western
Voice and Accountability: Estimate,Mauritania,2006,-0.897610188,Western
Voice and Accountability: Estimate,Mauritania,2007,-0.71941185,Western
Voice and Accountability: Estimate,Mauritania,2008,-0.98639065,Western
Voice and Accountability: Estimate,Mauritania,2009,-0.965108991,Western
Voice and Accountability: Estimate,Mauritania,2010,-0.951103389,Western
Voice and Accountability: Estimate,Mauritania,2011,-0.968618214,Western
Voice and Accountability: Estimate,Mauritania,2012,-0.956695855,Western
Voice and Accountability: Estimate,Mauritania,2013,-0.957543314,Western
Voice and Accountability: Estimate,Mauritania,2014,-0.914065003,Western
Voice and Accountability: Estimate,Mauritius,1996,0.829774022,Eastern
Voice and Accountability: Estimate,Mauritius,1998,1.024630904,Eastern
Voice and Accountability: Estimate,Mauritius,2000,0.990950644,Eastern
Voice and Accountability: Estimate,Mauritius,2002,0.774395764,Eastern
Voice and Accountability: Estimate,Mauritius,2003,0.846938193,Eastern
Voice and Accountability: Estimate,Mauritius,2004,0.853433132,Eastern
Voice and Accountability: Estimate,Mauritius,2005,0.854057908,Eastern
Voice and Accountability: Estimate,Mauritius,2006,0.896755099,Eastern
Voice and Accountability: Estimate,Mauritius,2007,0.870269775,Eastern
Voice and Accountability: Estimate,Mauritius,2008,0.848674357,Eastern
Voice and Accountability: Estimate,Mauritius,2009,0.813707709,Eastern
Voice and Accountability: Estimate,Mauritius,2010,0.779456615,Eastern
Voice and Accountability: Estimate,Mauritius,2011,0.786964417,Eastern
Voice and Accountability: Estimate,Mauritius,2012,0.86364609,Eastern
Voice and Accountability: Estimate,Mauritius,2013,0.897118688,Eastern
Voice and Accountability: Estimate,Mauritius,2014,0.914640725,Eastern
Voice and Accountability: Estimate,Mozambique,1996,-0.350260735,Eastern
Voice and Accountability: Estimate,Mozambique,1998,-0.19794476,Eastern
Voice and Accountability: Estimate,Mozambique,2000,-0.231900811,Eastern
Voice and Accountability: Estimate,Mozambique,2002,-0.224649414,Eastern
Voice and Accountability: Estimate,Mozambique,2003,-0.035978511,Eastern
Voice and Accountability: Estimate,Mozambique,2004,-0.05633796,Eastern
Voice and Accountability: Estimate,Mozambique,2005,-0.004428534,Eastern
Voice and Accountability: Estimate,Mozambique,2006,-0.083255857,Eastern
Voice and Accountability: Estimate,Mozambique,2007,-0.080264933,Eastern
Voice and Accountability: Estimate,Mozambique,2008,-0.073130928,Eastern
Voice and Accountability: Estimate,Mozambique,2009,-0.105937406,Eastern
Voice and Accountability: Estimate,Mozambique,2010,-0.111384168,Eastern
Voice and Accountability: Estimate,Mozambique,2011,-0.19250986,Eastern
Voice and Accountability: Estimate,Mozambique,2012,-0.198182583,Eastern
Voice and Accountability: Estimate,Mozambique,2013,-0.287314177,Eastern
Voice and Accountability: Estimate,Mozambique,2014,-0.227304891,Eastern
Voice and Accountability: Estimate,Namibia,1996,0.487134665,Southern
Voice and Accountability: Estimate,Namibia,1998,0.280344725,Southern
Voice and Accountability: Estimate,Namibia,2000,0.30676046,Southern
Voice and Accountability: Estimate,Namibia,2002,0.225714654,Southern
Voice and Accountability: Estimate,Namibia,2003,0.216747627,Southern
Voice and Accountability: Estimate,Namibia,2004,0.317319036,Southern
Voice and Accountability: Estimate,Namibia,2005,0.365350783,Southern
Voice and Accountability: Estimate,Namibia,2006,0.484114915,Southern
Voice and Accountability: Estimate,Namibia,2007,0.44764474,Southern
Voice and Accountability: Estimate,Namibia,2008,0.436109722,Southern
Voice and Accountability: Estimate,Namibia,2009,0.374144912,Southern
Voice and Accountability: Estimate,Namibia,2010,0.353134215,Southern
Voice and Accountability: Estimate,Namibia,2011,0.347550988,Southern
Voice and Accountability: Estimate,Namibia,2012,0.36972177,Southern
Voice and Accountability: Estimate,Namibia,2013,0.386710167,Southern
Voice and Accountability: Estimate,Namibia,2014,0.536857605,Southern
Voice and Accountability: Estimate,Niger,1996,-1.834249616,Western
Voice and Accountability: Estimate,Niger,1998,-1.605597377,Western
Voice and Accountability: Estimate,Niger,2000,-0.20408012,Western
Voice and Accountability: Estimate,Niger,2002,-0.279261619,Western
Voice and Accountability: Estimate,Niger,2003,-0.171266824,Western
Voice and Accountability: Estimate,Niger,2004,-0.181149513,Western
Voice and Accountability: Estimate,Niger,2005,-0.299421608,Western
Voice and Accountability: Estimate,Niger,2006,-0.388398439,Western
Voice and Accountability: Estimate,Niger,2007,-0.428775251,Western
Voice and Accountability: Estimate,Niger,2008,-0.50444448,Western
Voice and Accountability: Estimate,Niger,2009,-0.784350038,Western
Voice and Accountability: Estimate,Niger,2010,-0.668239176,Western
Voice and Accountability: Estimate,Niger,2011,-0.290705055,Western
Voice and Accountability: Estimate,Niger,2012,-0.335240185,Western
Voice and Accountability: Estimate,Niger,2013,-0.348095208,Western
Voice and Accountability: Estimate,Niger,2014,-0.245184258,Western
Voice and Accountability: Estimate,Nigeria,1996,-1.663160801,Western
Voice and Accountability: Estimate,Nigeria,1998,-1.215967059,Western
Voice and Accountability: Estimate,Nigeria,2000,-0.582157135,Western
Voice and Accountability: Estimate,Nigeria,2002,-0.71168685,Western
Voice and Accountability: Estimate,Nigeria,2003,-0.637705088,Western
Voice and Accountability: Estimate,Nigeria,2004,-0.767930865,Western
Voice and Accountability: Estimate,Nigeria,2005,-0.843458176,Western
Voice and Accountability: Estimate,Nigeria,2006,-0.644507706,Western
Voice and Accountability: Estimate,Nigeria,2007,-0.788936138,Western
Voice and Accountability: Estimate,Nigeria,2008,-0.760198712,Western
Voice and Accountability: Estimate,Nigeria,2009,-0.87191093,Western
Voice and Accountability: Estimate,Nigeria,2010,-0.802217722,Western
Voice and Accountability: Estimate,Nigeria,2011,-0.747826755,Western
Voice and Accountability: Estimate,Nigeria,2012,-0.734517753,Western
Voice and Accountability: Estimate,Nigeria,2013,-0.745435953,Western
Voice and Accountability: Estimate,Nigeria,2014,-0.647386789,Western
Voice and Accountability: Estimate,Rwanda,1996,-1.564261317,Eastern
Voice and Accountability: Estimate,Rwanda,1998,-1.30961895,Eastern
Voice and Accountability: Estimate,Rwanda,2000,-1.524510026,Eastern
Voice and Accountability: Estimate,Rwanda,2002,-1.474019408,Eastern
Voice and Accountability: Estimate,Rwanda,2003,-1.291729569,Eastern
Voice and Accountability: Estimate,Rwanda,2004,-1.310361147,Eastern
Voice and Accountability: Estimate,Rwanda,2005,-1.155105233,Eastern
Voice and Accountability: Estimate,Rwanda,2006,-1.167365313,Eastern
Voice and Accountability: Estimate,Rwanda,2007,-1.201217294,Eastern
Voice and Accountability: Estimate,Rwanda,2008,-1.295637488,Eastern
Voice and Accountability: Estimate,Rwanda,2009,-1.284526348,Eastern
Voice and Accountability: Estimate,Rwanda,2010,-1.310688019,Eastern
Voice and Accountability: Estimate,Rwanda,2011,-1.308414817,Eastern
Voice and Accountability: Estimate,Rwanda,2012,-1.256789684,Eastern
Voice and Accountability: Estimate,Rwanda,2013,-1.178810477,Eastern
Voice and Accountability: Estimate,Rwanda,2014,-1.125636935,Eastern
Voice and Accountability: Estimate,Sao Tome and Principe,1996,0.214265659,Central
Voice and Accountability: Estimate,Sao Tome and Principe,1998,0.469124645,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2000,0.439316869,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2002,0.59874028,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2003,0.338551402,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2004,0.192872569,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2005,0.163443595,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2006,0.214585379,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2007,0.142338008,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2008,0.130365834,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2009,0.131009609,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2010,0.076315768,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2011,0.213598311,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2012,0.142868206,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2013,0.107479423,Central
Voice and Accountability: Estimate,Sao Tome and Principe,2014,0.329166293,Central
Voice and Accountability: Estimate,Senegal,1996,0.004403877,Western
Voice and Accountability: Estimate,Senegal,1998,-0.12094219,Western
Voice and Accountability: Estimate,Senegal,2000,0.084101938,Western
Voice and Accountability: Estimate,Senegal,2002,0.333446681,Western
Voice and Accountability: Estimate,Senegal,2003,0.264064133,Western
Voice and Accountability: Estimate,Senegal,2004,0.182964325,Western
Voice and Accountability: Estimate,Senegal,2005,0.029098179,Western
Voice and Accountability: Estimate,Senegal,2006,0.008323882,Western
Voice and Accountability: Estimate,Senegal,2007,-0.24404338,Western
Voice and Accountability: Estimate,Senegal,2008,-0.283086598,Western
Voice and Accountability: Estimate,Senegal,2009,-0.329990089,Western
Voice and Accountability: Estimate,Senegal,2010,-0.317027986,Western
Voice and Accountability: Estimate,Senegal,2011,-0.263180822,Western
Voice and Accountability: Estimate,Senegal,2012,-0.036141254,Western
Voice and Accountability: Estimate,Senegal,2013,0.038118411,Western
Voice and Accountability: Estimate,Senegal,2014,0.252506822,Western
Voice and Accountability: Estimate,Seychelles,1996,0.227248132,Eastern
